uei,fiscal_year,paper_count,award_count
M6XYEESK8AS8,2023,1,1
M6Y5SEMBJNL1,2019,1,1
M73MZJWBNZN5,2016,1,1
M73MZJWBNZN5,2017,2,1
M73MZJWBNZN5,2020,1,1
M746VC6XMNH9,2016,329,158
M746VC6XMNH9,2017,343,173
M746VC6XMNH9,2018,354,183
M746VC6XMNH9,2019,362,209
M746VC6XMNH9,2020,448,238
M746VC6XMNH9,2021,406,238
M746VC6XMNH9,2022,421,246
M746VC6XMNH9,2023,410,233
M746VC6XMNH9,2024,406,266
M746VC6XMNH9,2025,419,258
M7AZFQWPZJ65,2025,1,1
M7CCML3FZHL4,2016,1,1
M7CCML3FZHL4,2020,1,1
M7KCJ79FAVH5,2016,132,53
M7KCJ79FAVH5,2017,124,47
M7KCJ79FAVH5,2018,142,66
M7KCJ79FAVH5,2019,121,76
M7KCJ79FAVH5,2020,134,77
M7KCJ79FAVH5,2021,137,87
M7KCJ79FAVH5,2022,132,79
M7KCJ79FAVH5,2023,126,85
M7KCJ79FAVH5,2024,93,79
M7KCJ79FAVH5,2025,98,76
M7PNRH24BBM8,2016,276,52
M7PNRH24BBM8,2017,313,60
M7PNRH24BBM8,2018,386,73
M7PNRH24BBM8,2019,276,76
M7PNRH24BBM8,2020,455,84
M7PNRH24BBM8,2021,395,90
M7PNRH24BBM8,2022,250,93
M7PNRH24BBM8,2023,263,107
M7PNRH24BBM8,2024,260,107
M7PNRH24BBM8,2025,264,102
M7PNUQVP4RE3,2016,1,1
M7PNUQVP4RE3,2017,1,1
M7PNUQVP4RE3,2019,1,1
M7PNUQVP4RE3,2020,2,1
M7PNUQVP4RE3,2022,1,1
M7PNUQVP4RE3,2024,1,1
M7PNUQVP4RE3,2025,3,2
M7VASTVN1J49,2021,1,1
M8CMYGLPB5H7,2016,1,2
M8CMYGLPB5H7,2019,1,1
M8CMYGLPB5H7,2020,2,1
M8CMYGLPB5H7,2022,2,2
M8CMYGLPB5H7,2023,1,2
M8CMYGLPB5H7,2024,3,3
M8CMYGLPB5H7,2025,1,1
M8E8RD7W5FR1,2018,2,1
M8E8RD7W5FR1,2019,1,1
M8JBJPKLF693,2016,2,1
M8JBJPKLF693,2017,1,1
M8JBJPKLF693,2020,1,1
M8LJU8PQNGZ5,2022,1,1
M8LJU8PQNGZ5,2023,1,2
M8LJU8PQNGZ5,2025,1,1
M8UCBK1HFJN3,2023,1,2
M8XYTNN1REF1,2019,1,1
M8XYTNN1REF1,2021,2,1
M8XYTNN1REF1,2024,1,1
M92ZE7LVHV11,2016,8,1
M92ZE7LVHV11,2017,3,1
M92ZE7LVHV11,2018,1,1
M92ZE7LVHV11,2021,1,1
M9ACC5DQCNL6,2016,95,28
M9ACC5DQCNL6,2017,72,32
M9ACC5DQCNL6,2018,82,37
M9ACC5DQCNL6,2019,67,38
M9ACC5DQCNL6,2020,95,40
M9ACC5DQCNL6,2021,104,44
M9ACC5DQCNL6,2022,77,48
M9ACC5DQCNL6,2023,101,52
M9ACC5DQCNL6,2024,100,53
M9ACC5DQCNL6,2025,96,52
M9FHAR3RBML5,2017,1,1
M9FHAR3RBML5,2018,2,2
M9FHAR3RBML5,2019,2,2
M9FHAR3RBML5,2020,1,1
M9FHAR3RBML5,2022,1,1
M9FHAR3RBML5,2023,1,1
M9FHAR3RBML5,2024,1,1
M9GKSQB7UJ65,2016,3,2
M9GKSQB7UJ65,2017,2,2
M9GKSQB7UJ65,2018,2,2
M9GKSQB7UJ65,2019,2,1
M9GKSQB7UJ65,2020,5,3
M9GKSQB7UJ65,2021,4,3
M9GKSQB7UJ65,2022,7,3
M9GKSQB7UJ65,2023,7,3
M9GKSQB7UJ65,2024,8,3
M9GKSQB7UJ65,2025,3,3
M9J6WAGJ1SF3,2017,1,1
M9J6WAGJ1SF3,2018,1,1
M9J6WAGJ1SF3,2020,1,1
M9J6WAGJ1SF3,2022,1,1
M9JJW8NSEDS5,2023,1,1
M9JJW8NSEDS5,2024,1,1
M9JMGN342NR5,2019,1,1
M9JMGN342NR5,2021,1,1
M9V9QTHR1H28,2016,2,2
M9V9QTHR1H28,2017,1,2
M9V9QTHR1H28,2019,1,1
M9V9QTHR1H28,2020,1,1
M9V9QTHR1H28,2021,2,2
MA6JU9GF1EE3,2021,1,1
MA6JU9GF1EE3,2024,1,1
MAE5FKNGGXK5,2020,1,2
MAKYDTN5CLM8,2024,1,1
MASZJLS7DHK3,2024,1,1
MAUBKJ5FZ2K5,2017,1,3
MAYKB1LWD5U9,2016,60,16
MAYKB1LWD5U9,2017,58,21
MAYKB1LWD5U9,2018,86,25
MAYKB1LWD5U9,2019,65,21
MAYKB1LWD5U9,2020,73,29
MAYKB1LWD5U9,2021,91,27
MAYKB1LWD5U9,2022,80,27
MAYKB1LWD5U9,2023,101,27
MAYKB1LWD5U9,2024,88,27
MAYKB1LWD5U9,2025,98,26
MBACDK1KX4L9,2025,1,1
MBBKNBU5DCC6,2021,4,4
MBBKNBU5DCC6,2022,3,3
MBBKNBU5DCC6,2024,3,5
MBBKNBU5DCC6,2025,1,2
MBHYJCHP8BQ7,2022,1,1
MBHYJCHP8BQ7,2023,2,1
MBHYJCHP8BQ7,2024,1,1
MBKKNQM9QME3,2016,27,7
MBKKNQM9QME3,2017,18,9
MBKKNQM9QME3,2018,28,16
MBKKNQM9QME3,2019,26,18
MBKKNQM9QME3,2020,30,17
MBKKNQM9QME3,2021,31,23
MBKKNQM9QME3,2022,23,21
MBKKNQM9QME3,2023,31,21
MBKKNQM9QME3,2024,28,20
MBKKNQM9QME3,2025,32,21
MBLDH44CQL74,2023,1,1
MBT9RXJJ7428,2016,1,1
MBT9RXJJ7428,2017,2,1
MBT9RXJJ7428,2018,13,3
MBT9RXJJ7428,2019,13,4
MBT9RXJJ7428,2020,35,6
MBT9RXJJ7428,2021,22,6
MBT9RXJJ7428,2022,18,3
MBT9RXJJ7428,2023,28,11
MBT9RXJJ7428,2024,25,11
MBT9RXJJ7428,2025,23,13
MBU6HCLNZ431,2016,17,5
MBU6HCLNZ431,2017,16,5
MBU6HCLNZ431,2018,12,6
MBU6HCLNZ431,2019,17,7
MBU6HCLNZ431,2020,9,6
MBU6HCLNZ431,2021,9,8
MBU6HCLNZ431,2022,8,6
MBU6HCLNZ431,2023,10,9
MBU6HCLNZ431,2024,19,12
MBU6HCLNZ431,2025,12,10
MBWYUNWCFJ58,2021,2,1
MBWYUNWCFJ58,2022,3,3
MBWYUNWCFJ58,2023,5,3
MBWYUNWCFJ58,2024,5,3
MBWYUNWCFJ58,2025,2,2
MBZWNCF63HL5,2016,5,3
MBZWNCF63HL5,2017,7,4
MBZWNCF63HL5,2018,3,2
MBZWNCF63HL5,2019,7,4
MBZWNCF63HL5,2020,11,7
MBZWNCF63HL5,2021,7,4
MBZWNCF63HL5,2022,8,7
MBZWNCF63HL5,2023,7,5
MBZWNCF63HL5,2024,7,5
MBZWNCF63HL5,2025,6,4
MC1LLUREEKJ9,2020,2,1
MC1LLUREEKJ9,2022,1,1
MC47NKBQ8A25,2017,1,1
MC4RJJM9XLT5,2016,5,3
MC4RJJM9XLT5,2017,7,3
MC4RJJM9XLT5,2018,11,5
MC4RJJM9XLT5,2019,10,5
MC4RJJM9XLT5,2020,5,2
MC4RJJM9XLT5,2021,6,3
MC4RJJM9XLT5,2022,7,4
MC4RJJM9XLT5,2023,6,3
MC4RJJM9XLT5,2024,3,3
MC4RJJM9XLT5,2025,3,2
MCE7AYNCB768,2024,1,1
MCKWJYCWNVN3,2016,135,61
MCKWJYCWNVN3,2017,123,65
MCKWJYCWNVN3,2018,137,85
MCKWJYCWNVN3,2019,179,96
MCKWJYCWNVN3,2020,193,104
MCKWJYCWNVN3,2021,199,110
MCKWJYCWNVN3,2022,186,112
MCKWJYCWNVN3,2023,195,99
MCKWJYCWNVN3,2024,224,112
MCKWJYCWNVN3,2025,207,101
MCN6J5L6M3T4,2016,17,1
MCN6J5L6M3T4,2017,11,1
MCN6J5L6M3T4,2018,4,1
MCN6J5L6M3T4,2019,3,1
MCN6J5L6M3T4,2020,2,1
MCN6J5L6M3T4,2022,1,1
MCN6J5L6M3T4,2023,1,1
MD3CFK6J7ZQ4,2020,1,1
MD3CFK6J7ZQ4,2021,1,1
MD3CFK6J7ZQ4,2024,2,1
MD3PXLK9TCM6,2021,1,2
MD3PXLK9TCM6,2023,1,1
MD4AMZQD6955,2016,3,2
MD4AMZQD6955,2017,1,1
MD4AMZQD6955,2018,5,2
MD4AMZQD6955,2019,2,2
MDJJCNVWMMN3,2016,9,1
MDJJCNVWMMN3,2017,14,1
MDJJCNVWMMN3,2018,21,1
MDJJCNVWMMN3,2019,10,1
MDJJCNVWMMN3,2020,23,1
MDJJCNVWMMN3,2021,22,1
MDJJCNVWMMN3,2022,22,1
MDJJCNVWMMN3,2023,22,1
MDJJCNVWMMN3,2024,16,1
MDJJCNVWMMN3,2025,16,2
MDV4N2Q6JMN9,2022,1,1
MDV4N2Q6JMN9,2023,1,1
ME3MA61LJD79,2020,1,1
ME3MA61LJD79,2021,1,1
ME3MA61LJD79,2024,4,1
ME3MA61LJD79,2025,2,1
MECEHTM8DB17,2016,28,12
MECEHTM8DB17,2017,28,15
MECEHTM8DB17,2018,31,16
MECEHTM8DB17,2019,24,16
MECEHTM8DB17,2020,41,21
MECEHTM8DB17,2021,61,27
MECEHTM8DB17,2022,65,27
MECEHTM8DB17,2023,74,34
MECEHTM8DB17,2024,82,36
MECEHTM8DB17,2025,77,39
MEENKNXWK6Y5,2022,1,1
MEHHH8HCNVB3,2024,1,1
MEJXSJMLHDS7,2021,1,1
MEJXSJMLHDS7,2023,1,1
MERZH84KMHM6,2020,5,1
MERZH84KMHM6,2021,3,2
MERZH84KMHM6,2022,1,1
MERZH84KMHM6,2023,1,1
MEYGUN6CCN16,2017,1,1
MEYGUN6CCN16,2019,1,1
MEYGUN6CCN16,2020,4,1
MEYGUN6CCN16,2021,8,1
MEYGUN6CCN16,2022,4,1
MEYGUN6CCN16,2023,1,1
MEYGUN6CCN16,2024,2,2
MEYGUN6CCN16,2025,2,1
MF57ENCBSB57,2022,3,1
MF57ENCBSB57,2023,1,1
MFJRZ27MJ484,2023,1,1
MFJRZ27MJ484,2024,1,1
MFPUBFBD4ZX1,2017,1,1
MFPUBFBD4ZX1,2018,1,1
MFS6EKBBTZ44,2017,1,1
MFS6EKBBTZ44,2018,1,1
MFS6EKBBTZ44,2019,1,1
MFS6EKBBTZ44,2020,1,1
MG5BM5RM42J9,2016,166,56
MG5BM5RM42J9,2017,162,62
MG5BM5RM42J9,2018,155,64
MG5BM5RM42J9,2019,164,71
MG5BM5RM42J9,2020,195,71
MG5BM5RM42J9,2021,198,101
MG5BM5RM42J9,2022,212,91
MG5BM5RM42J9,2023,220,78
MG5BM5RM42J9,2024,292,79
MG5BM5RM42J9,2025,207,63
MGBMJBJ59E65,2024,1,1
MGDJHS6B2BP1,2016,3,2
MGDJHS6B2BP1,2017,3,1
MGDJHS6B2BP1,2018,7,7
MGDJHS6B2BP1,2019,6,5
MGDJHS6B2BP1,2020,12,8
MGDJHS6B2BP1,2021,12,11
MGDJHS6B2BP1,2022,6,8
MGDJHS6B2BP1,2023,8,8
MGDJHS6B2BP1,2024,16,10
MGDJHS6B2BP1,2025,9,7
MGGVSMGVSJE7,2020,1,1
MGGVSMGVSJE7,2024,1,1
MGGVSMGVSJE7,2025,1,1
MGLJHKGKWBL3,2016,5,2
MGLJHKGKWBL3,2017,2,2
MGLJHKGKWBL3,2018,1,1
MGLJHKGKWBL3,2020,2,2
MGLJHKGKWBL3,2024,3,2
MGLJHKGKWBL3,2025,1,1
MGUCX773RNJ8,2016,111,59
MGUCX773RNJ8,2017,98,70
MGUCX773RNJ8,2018,145,87
MGUCX773RNJ8,2019,137,86
MGUCX773RNJ8,2020,149,106
MGUCX773RNJ8,2021,141,107
MGUCX773RNJ8,2022,100,84
MGUCX773RNJ8,2023,116,85
MGUCX773RNJ8,2024,116,80
MGUCX773RNJ8,2025,109,73
MHB5HVJVAK87,2016,1,1
MHB5HVJVAK87,2020,1,4
MHB5HVJVAK87,2023,1,2
MHB5HVJVAK87,2025,1,1
MHB6EFN66MD9,2016,1,1
MHB6EFN66MD9,2017,1,1
MHB6EFN66MD9,2018,1,1
MHB6EFN66MD9,2019,2,1
MHB6EFN66MD9,2020,3,1
MHB6EFN66MD9,2022,1,1
MHB6EFN66MD9,2024,1,1
MHJ4VX93MPJ3,2025,1,1
MHJMNSV6A7E8,2021,1,1
MHJMNSV6A7E8,2025,2,1
MHJQM57VPFV5,2023,1,1
MHM6MGJFANE7,2017,1,1
MHM6MGJFANE7,2018,2,2
MHM6MGJFANE7,2019,1,1
MHM6MGJFANE7,2021,1,1
MHM6MGJFANE7,2022,3,1
MHM6MGJFANE7,2023,4,3
MHM6MGJFANE7,2024,1,1
MHM6MGJFANE7,2025,5,4
MHRBUTN4H3B7,2021,1,1
MHRBUTN4H3B7,2024,2,2
MJ32V2YEKKE7,2020,1,1
MJ32V2YEKKE7,2021,3,1
MJ32V2YEKKE7,2022,4,2
MJ32V2YEKKE7,2025,1,1
MJ3JH8CRJBZ7,2016,65,30
MJ3JH8CRJBZ7,2017,83,38
MJ3JH8CRJBZ7,2018,99,50
MJ3JH8CRJBZ7,2019,100,45
MJ3JH8CRJBZ7,2020,123,58
MJ3JH8CRJBZ7,2021,95,47
MJ3JH8CRJBZ7,2022,104,57
MJ3JH8CRJBZ7,2023,92,50
MJ3JH8CRJBZ7,2024,97,64
MJ3JH8CRJBZ7,2025,91,60
MJ5CJVF6T189,2016,1,1
MJ5CJVF6T189,2017,1,1
MJ5CJVF6T189,2018,1,1
MJA6DVN2K2B5,2016,4,1
MJA6DVN2K2B5,2017,2,1
MJA6DVN2K2B5,2018,3,1
MJA6DVN2K2B5,2019,8,1
MJA6DVN2K2B5,2020,1,1
MJC5FCYQTPE6,2016,940,304
MJC5FCYQTPE6,2017,911,324
MJC5FCYQTPE6,2018,915,343
MJC5FCYQTPE6,2019,792,363
MJC5FCYQTPE6,2020,899,423
MJC5FCYQTPE6,2021,960,446
MJC5FCYQTPE6,2022,991,503
MJC5FCYQTPE6,2023,1015,509
MJC5FCYQTPE6,2024,1046,523
MJC5FCYQTPE6,2025,1143,540
MJCLFGKGULP5,2016,7,4
MJCLFGKGULP5,2017,8,3
MJCLFGKGULP5,2018,8,3
MJCLFGKGULP5,2019,10,4
MJCLFGKGULP5,2020,11,3
MJCLFGKGULP5,2021,7,5
MJCLFGKGULP5,2022,9,5
MJCLFGKGULP5,2023,22,7
MJCLFGKGULP5,2024,12,8
MJCLFGKGULP5,2025,14,7
MJEJGMLW3RN6,2018,1,1
MJEJGMLW3RN6,2019,1,1
MJEJGMLW3RN6,2020,1,1
MJEJGMLW3RN6,2021,1,1
MJEJGMLW3RN6,2022,2,2
MJEJGMLW3RN6,2023,1,1
MJEJGMLW3RN6,2024,2,1
MJEJGMLW3RN6,2025,2,1
MJFMX1Q4KGE7,2016,1,1
MJJJFTJE1SB5,2016,4,1
MJJJFTJE1SB5,2017,3,2
MJJJFTJE1SB5,2018,2,2
MJJJFTJE1SB5,2019,2,1
MJJJFTJE1SB5,2020,8,5
MJJJFTJE1SB5,2021,1,1
MJJJFTJE1SB5,2023,2,2
MJJJFTJE1SB5,2024,1,1
MJL2NJ8QJC44,2022,1,1
MJL7LEL4B6M6,2016,38,27
MJL7LEL4B6M6,2017,50,30
MJL7LEL4B6M6,2018,48,28
MJL7LEL4B6M6,2019,32,31
MJL7LEL4B6M6,2020,41,29
MJL7LEL4B6M6,2021,37,29
MJL7LEL4B6M6,2022,30,28
MJL7LEL4B6M6,2023,43,38
MJL7LEL4B6M6,2024,27,25
MJL7LEL4B6M6,2025,36,29
MJMKM31FM667,2018,1,1
MJMKM31FM667,2020,1,1
MJMKM31FM667,2021,1,1
MJMKM31FM667,2023,1,1
MJP3SNX9RCN6,2024,1,2
MJP3SNX9RCN6,2025,1,2
MJXNYJ6Q4GM8,2021,1,1
MJZFLM2TGRZ8,2020,2,2
MJZFLM2TGRZ8,2022,2,2
MJZFLM2TGRZ8,2024,1,1
MK3XUJH68HY4,2024,1,1
MK59DMGJKYP4,2019,1,1
MK5ANJVWVZK7,2020,1,1
MK5ANJVWVZK7,2022,2,1
MKAGLD59JRL1,2016,2818,929
MKAGLD59JRL1,2017,2801,1079
MKAGLD59JRL1,2018,2825,1163
MKAGLD59JRL1,2019,2730,1245
MKAGLD59JRL1,2020,3093,1455
MKAGLD59JRL1,2021,3256,1505
MKAGLD59JRL1,2022,3103,1493
MKAGLD59JRL1,2023,3262,1584
MKAGLD59JRL1,2024,3362,1638
MKAGLD59JRL1,2025,3381,1646
MKDKZ3ZZ99A2,2019,1,2
MKDKZ3ZZ99A2,2020,1,2
MKDKZ3ZZ99A2,2021,4,3
MKDKZ3ZZ99A2,2022,5,3
MKDKZ3ZZ99A2,2023,1,1
MKDKZ3ZZ99A2,2024,2,2
MKDKZ3ZZ99A2,2025,4,3
MKERJX2L6HG4,2016,7,2
MKERJX2L6HG4,2017,8,2
MKERJX2L6HG4,2018,9,3
MKERJX2L6HG4,2019,5,3
MKERJX2L6HG4,2020,13,4
MKERJX2L6HG4,2021,11,9
MKERJX2L6HG4,2022,12,8
MKERJX2L6HG4,2023,14,8
MKERJX2L6HG4,2024,23,11
MKERJX2L6HG4,2025,22,14
MKF4NQHBD4L6,2016,3,1
MKF4NQHBD4L6,2017,3,1
MKF4NQHBD4L6,2018,4,1
MKF4NQHBD4L6,2019,2,1
MKF4NQHBD4L6,2020,1,1
MKF4NQHBD4L6,2021,2,1
MKF4NQHBD4L6,2023,2,2
MKF4NQHBD4L6,2024,1,1
MKF4NQHBD4L6,2025,5,2
MKKQLNN6GSE5,2018,2,1
MKKQLNN6GSE5,2022,2,1
MKKQLNN6GSE5,2025,1,1
MKLVPC4X92U7,2017,1,1
MKM2VUZR1EB4,2025,4,1
MKQKRT751Q19,2016,4,1
MKQKRT751Q19,2017,6,1
MKQKRT751Q19,2018,1,1
MKQKRT751Q19,2019,4,2
MKQKRT751Q19,2020,1,1
MKQKRT751Q19,2025,1,2
MKSZL7C5T1G5,2021,1,1
MKSZL7C5T1G5,2022,1,1
MKSZL7C5T1G5,2023,2,1
MKSZL7C5T1G5,2025,1,1
MKUJBCZRGUM8,2019,1,1
MKUJBCZRGUM8,2020,4,1
MKUJBCZRGUM8,2021,2,1
MKUJBCZRGUM8,2023,2,1
MKUJBCZRGUM8,2024,1,1
MKUJBCZRGUM8,2025,2,2
ML7PY8M4DGL1,2016,3,2
ML7PY8M4DGL1,2017,7,1
ML7PY8M4DGL1,2018,3,1
ML7PY8M4DGL1,2019,1,1
MLFQZEK9E745,2017,1,1
MLGNGYBKS7J5,2016,3,1
MLGNGYBKS7J5,2017,2,1
MLGNGYBKS7J5,2018,2,2
MLGNGYBKS7J5,2020,2,1
MLGNGYBKS7J5,2021,4,2
MLH1HUK133H3,2025,2,3
MLQFL4JSSAA9,2016,555,199
MLQFL4JSSAA9,2017,581,240
MLQFL4JSSAA9,2018,675,259
MLQFL4JSSAA9,2019,685,290
MLQFL4JSSAA9,2020,725,304
MLQFL4JSSAA9,2021,793,317
MLQFL4JSSAA9,2022,743,316
MLQFL4JSSAA9,2023,797,334
MLQFL4JSSAA9,2024,724,345
MLQFL4JSSAA9,2025,771,335
MLWRDY4KSCW4,2020,1,1
MLWRDY4KSCW4,2025,1,1
MLZ9QD9YXCN7,2022,2,2
MM17KEAVW7L5,2021,1,1
MM17KEAVW7L5,2025,1,1
MM1DHXTUKLG8,2016,13,4
MM1DHXTUKLG8,2017,16,6
MM1DHXTUKLG8,2018,11,5
MM1DHXTUKLG8,2019,17,5
MM1DHXTUKLG8,2020,22,4
MM1DHXTUKLG8,2021,15,4
MM1DHXTUKLG8,2022,12,3
MM1DHXTUKLG8,2023,13,3
MM1DHXTUKLG8,2024,12,2
MM1DHXTUKLG8,2025,22,5
MM8CFNUNTBL7,2021,1,1
MMFAJMXZVCM3,2025,1,1
MMMLUFM5XX88,2016,2,1
MMMLUFM5XX88,2017,3,1
MMMLUFM5XX88,2018,2,1
MMMLUFM5XX88,2019,2,1
MMMLUFM5XX88,2020,1,1
MMMLUFM5XX88,2021,2,1
MMT4LGM4H9Z5,2016,7,3
MMT4LGM4H9Z5,2017,9,5
MMT4LGM4H9Z5,2018,4,4
MMT4LGM4H9Z5,2019,10,5
MMT4LGM4H9Z5,2020,23,9
MMT4LGM4H9Z5,2021,20,10
MMT4LGM4H9Z5,2022,29,8
MMT4LGM4H9Z5,2023,38,7
MMT4LGM4H9Z5,2024,34,11
MMT4LGM4H9Z5,2025,27,10
MMVKQXZUBMQ7,2016,2,2
MMVKQXZUBMQ7,2017,1,1
MMVKQXZUBMQ7,2018,3,3
MMVKQXZUBMQ7,2019,3,3
MMVKQXZUBMQ7,2020,6,6
MMVKQXZUBMQ7,2021,6,5
MMVKQXZUBMQ7,2022,2,3
MMVKQXZUBMQ7,2023,2,2
MMVKQXZUBMQ7,2024,3,2
MMVKQXZUBMQ7,2025,1,1
MN2LFZNE4HH3,2021,4,3
MN2LFZNE4HH3,2022,3,3
MN2LFZNE4HH3,2023,6,6
MN2LFZNE4HH3,2024,14,12
MN2LFZNE4HH3,2025,7,6
MN2YF7KQHHJ5,2016,1,1
MN2YF7KQHHJ5,2018,1,1
MN2YF7KQHHJ5,2019,2,2
MN2YF7KQHHJ5,2024,1,1
MN2YF7KQHHJ5,2025,1,1
MND6UJJX4PB3,2016,52,19
MND6UJJX4PB3,2017,43,23
MND6UJJX4PB3,2018,48,22
MND6UJJX4PB3,2019,31,16
MND6UJJX4PB3,2020,34,17
MND6UJJX4PB3,2021,43,18
MND6UJJX4PB3,2022,47,16
MND6UJJX4PB3,2023,21,10
MND6UJJX4PB3,2024,21,9
MND6UJJX4PB3,2025,25,9
MNFCECSHS166,2016,1,1
MNFCECSHS166,2017,1,1
MNFCECSHS166,2019,2,1
MNFCECSHS166,2020,2,1
MNFCECSHS166,2023,1,1
MNGNMTT66L71,2020,1,1
MNGNMTT66L71,2022,1,1
MNJ3PQ7MXFN6,2016,86,12
MNJ3PQ7MXFN6,2017,75,12
MNJ3PQ7MXFN6,2018,71,17
MNJ3PQ7MXFN6,2019,74,19
MNJ3PQ7MXFN6,2020,106,16
MNJ3PQ7MXFN6,2021,113,27
MNJ3PQ7MXFN6,2022,139,23
MNJ3PQ7MXFN6,2023,131,28
MNJ3PQ7MXFN6,2024,181,23
MNJ3PQ7MXFN6,2025,105,19
MNJDKB4FXLM6,2018,1,1
MNJDKB4FXLM6,2021,2,1
MNJDKB4FXLM6,2022,1,1
MNJTNGXVYS31,2023,1,2
MNK5L65P4L94,2016,2,3
MNK5L65P4L94,2021,1,1
MNKBAEZHWJS1,2022,1,1
MNKCJSLLR7U9,2022,1,2
MNKCJSLLR7U9,2023,1,2
MNKCJSLLR7U9,2024,1,1
MNL4D3VQUWA5,2021,1,1
MNL4D3VQUWA5,2022,1,1
MNL4D3VQUWA5,2023,5,2
MNL4D3VQUWA5,2024,7,2
MNL4D3VQUWA5,2025,8,6
MNNNF41M2YK3,2025,1,1
MNS7B9CVKDN7,2016,284,93
MNS7B9CVKDN7,2017,332,108
MNS7B9CVKDN7,2018,329,115
MNS7B9CVKDN7,2019,277,122
MNS7B9CVKDN7,2020,342,144
MNS7B9CVKDN7,2021,367,156
MNS7B9CVKDN7,2022,312,143
MNS7B9CVKDN7,2023,325,140
MNS7B9CVKDN7,2024,274,127
MNS7B9CVKDN7,2025,277,130
MNSSA5BU44K9,2019,1,1
MNSSA5BU44K9,2020,1,1
MNSSA5BU44K9,2023,1,1
MNUYHHMKG8N9,2021,1,1
MNUYHHMKG8N9,2022,1,1
MNUYHHMKG8N9,2023,3,2
MNUYHHMKG8N9,2024,1,2
MNZ8KMRWTDB6,2016,11,5
MNZ8KMRWTDB6,2017,11,5
MNZ8KMRWTDB6,2018,13,6
MNZ8KMRWTDB6,2019,14,5
MNZ8KMRWTDB6,2020,14,6
MNZ8KMRWTDB6,2021,24,9
MNZ8KMRWTDB6,2022,23,5
MNZ8KMRWTDB6,2023,12,9
MNZ8KMRWTDB6,2024,11,8
MNZ8KMRWTDB6,2025,4,3
MP6CQG7LRJQ5,2020,1,1
MPDWENFPY4Y8,2020,1,1
MPJFHQ7SMNH1,2016,15,3
MPJFHQ7SMNH1,2017,10,3
MPJFHQ7SMNH1,2018,3,3
MPJFHQ7SMNH1,2019,4,2
MPJFHQ7SMNH1,2020,12,6
MPJFHQ7SMNH1,2021,9,4
MPJFHQ7SMNH1,2022,10,6
MPJFHQ7SMNH1,2023,7,4
MPJFHQ7SMNH1,2024,6,3
MPJFHQ7SMNH1,2025,11,7
MPJRBLPB45Y1,2023,6,1
MPLTJBH6XCA4,2017,1,1
MPLTJBH6XCA4,2022,1,2
MPLTJBH6XCA4,2024,1,1
MPLTJBH6XCA4,2025,1,1
MPYFY5UMSDP4,2016,39,7
MPYFY5UMSDP4,2017,35,7
MPYFY5UMSDP4,2018,36,9
MPYFY5UMSDP4,2019,26,8
MPYFY5UMSDP4,2020,22,9
MPYFY5UMSDP4,2021,34,8
MPYFY5UMSDP4,2022,23,8
MPYFY5UMSDP4,2023,22,8
MPYFY5UMSDP4,2024,28,10
MPYFY5UMSDP4,2025,32,10
MQ44SZ4FKNU8,2018,2,4
MQ44SZ4FKNU8,2020,2,2
MQ44SZ4FKNU8,2021,2,4
MQ44SZ4FKNU8,2022,2,5
MQ44SZ4FKNU8,2024,1,1
MQ44SZ4FKNU8,2025,1,1
MQ8XBWAV5826,2017,1,1
MQ8XBWAV5826,2021,2,1
MQ8XBWAV5826,2022,1,1
MQE2JHHJW9Q8,2016,652,287
MQE2JHHJW9Q8,2017,609,335
MQE2JHHJW9Q8,2018,613,336
MQE2JHHJW9Q8,2019,574,333
MQE2JHHJW9Q8,2020,647,367
MQE2JHHJW9Q8,2021,656,392
MQE2JHHJW9Q8,2022,644,385
MQE2JHHJW9Q8,2023,667,403
MQE2JHHJW9Q8,2024,622,389
MQE2JHHJW9Q8,2025,617,393
MQSXELH2KMB6,2016,9,1
MQSXELH2KMB6,2017,3,3
MQSXELH2KMB6,2018,4,3
MQSXELH2KMB6,2019,4,4
MQSXELH2KMB6,2020,3,3
MQSXELH2KMB6,2021,9,6
MQSXELH2KMB6,2022,6,3
MQSXELH2KMB6,2023,7,4
MQSXELH2KMB6,2024,5,4
MQSXELH2KMB6,2025,9,5
MR1BLKLB8RV8,2017,1,1
MR1BLKLB8RV8,2018,2,2
MR1BLKLB8RV8,2020,3,2
MR4ZCJJQHHP5,2018,1,1
MR4ZCJJQHHP5,2019,1,1
MR4ZCJJQHHP5,2020,3,1
MR4ZCJJQHHP5,2021,5,2
MR4ZCJJQHHP5,2022,2,4
MR4ZCJJQHHP5,2023,2,3
MR4ZCJJQHHP5,2025,10,8
MR5QC5FCAVH5,2016,134,67
MR5QC5FCAVH5,2017,187,84
MR5QC5FCAVH5,2018,188,88
MR5QC5FCAVH5,2019,220,89
MR5QC5FCAVH5,2020,222,116
MR5QC5FCAVH5,2021,213,113
MR5QC5FCAVH5,2022,212,112
MR5QC5FCAVH5,2023,224,125
MR5QC5FCAVH5,2024,227,124
MR5QC5FCAVH5,2025,246,123
MR73WF5SHRW4,2016,30,2
MR73WF5SHRW4,2017,22,2
MR73WF5SHRW4,2018,24,2
MR73WF5SHRW4,2019,32,3
MR73WF5SHRW4,2020,12,2
MR73WF5SHRW4,2021,18,2
MR73WF5SHRW4,2022,13,2
MR73WF5SHRW4,2023,21,2
MR73WF5SHRW4,2024,11,2
MR73WF5SHRW4,2025,6,2
