uei,field_name,domain_name,share
RFRPFMNR8LA5,Social Sciences,Social Sciences,0.068236
RFRPFMNR8LA5,"Business, Management and Accounting",Social Sciences,0.0191495
RFRPFMNR8LA5,Arts and Humanities,Social Sciences,0.016097900000000002
RFRPFMNR8LA5,Psychology,Social Sciences,0.0062931
RFRPFMNR8LA5,"Economics, Econometrics and Finance",Social Sciences,0.0057191
RFRPFMNR8LA5,Medicine,Health Sciences,0.0034378
RN64EPNH8JC6,Medicine,Health Sciences,0.1177346
RN64EPNH8JC6,Social Sciences,Social Sciences,0.06136029999999999
RN64EPNH8JC6,Physics and Astronomy,Physical Sciences,0.040968199999999996
RN64EPNH8JC6,Neuroscience,Life Sciences,0.0355785
RN64EPNH8JC6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0307211
RN64EPNH8JC6,Engineering,Physical Sciences,0.0121883
RN64EPNH8JC6,Mathematics,Physical Sciences,0.0115281
RN64EPNH8JC6,Psychology,Social Sciences,0.0114829
RN64EPNH8JC6,Health Professions,Health Sciences,0.0114227
RNKYWXURFRL5,Physics and Astronomy,Physical Sciences,0.036094799999999996
RNKYWXURFRL5,Earth and Planetary Sciences,Physical Sciences,0.0200811
RNKYWXURFRL5,Environmental Science,Physical Sciences,0.0175931
RNKYWXURFRL5,Engineering,Physical Sciences,0.0094698
RNKYWXURFRL5,Computer Science,Physical Sciences,0.0092108
RNKYWXURFRL5,Social Sciences,Social Sciences,0.0027222
RNKYWXURFRL5,Psychology,Social Sciences,0.002345
RQMFJGDTQ5V3,Medicine,Health Sciences,0.1935871
RQMFJGDTQ5V3,Social Sciences,Social Sciences,0.0314238
RQMFJGDTQ5V3,Earth and Planetary Sciences,Physical Sciences,0.0292862
RQMFJGDTQ5V3,Environmental Science,Physical Sciences,0.0124051
RRCZRDT5DHP1,Medicine,Health Sciences,0.0159762
RRCZRDT5DHP1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0014535
RRCZRDT5DHP1,Health Professions,Health Sciences,0.0004254
RRCZRDT5DHP1,Engineering,Physical Sciences,0.00038
RRCZRDT5DHP1,Neuroscience,Life Sciences,0.0003778
RSWNKK6J8CF3,Psychology,Social Sciences,0.0163407
RSWNKK6J8CF3,Engineering,Physical Sciences,0.0124803
RSWNKK6J8CF3,Social Sciences,Social Sciences,0.008851000000000001
RSWNKK6J8CF3,Environmental Science,Physical Sciences,0.0056016
RSWNKK6J8CF3,Medicine,Health Sciences,0.0054621
RSWNKK6J8CF3,"Economics, Econometrics and Finance",Social Sciences,0.0041794
RSWNKK6J8CF3,Earth and Planetary Sciences,Physical Sciences,0.0025838
RSWNKK6J8CF3,Physics and Astronomy,Physical Sciences,0.0019573
RSWNKK6J8CF3,Energy,Physical Sciences,0.0017528
RSWNKK6J8CF3,Arts and Humanities,Social Sciences,0.0016835
RSWNKK6J8CF3,Immunology and Microbiology,Life Sciences,0.0016629
RZZ8BMQ47KX3,Physics and Astronomy,Physical Sciences,0.006077899999999999
RZZ8BMQ47KX3,Engineering,Physical Sciences,0.0015559000000000003
RZZ8BMQ47KX3,Agricultural and Biological Sciences,Life Sciences,0.0015534
RZZ8BMQ47KX3,Social Sciences,Social Sciences,0.0014108
RZZ8BMQ47KX3,Mathematics,Physical Sciences,0.001128
RZZ8BMQ47KX3,Medicine,Health Sciences,0.0007917
RZZ8BMQ47KX3,Computer Science,Physical Sciences,0.0006772
RZZ8BMQ47KX3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0006115999999999999
RZZ8BMQ47KX3,Chemistry,Physical Sciences,0.0003017
S352L5PJLMP8,Medicine,Health Sciences,0.1612991
S352L5PJLMP8,Social Sciences,Social Sciences,0.06760530000000001
S352L5PJLMP8,Psychology,Social Sciences,0.0325297
S352L5PJLMP8,Immunology and Microbiology,Life Sciences,0.0147536
S352L5PJLMP8,Health Professions,Health Sciences,0.013491
S352L5PJLMP8,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0115476
S352L5PJLMP8,Environmental Science,Physical Sciences,0.011298
S352L5PJLMP8,"Economics, Econometrics and Finance",Social Sciences,0.0101533
S352L5PJLMP8,Neuroscience,Life Sciences,0.0100676
S3GMKS8ELA16,Medicine,Health Sciences,0.6056395000000001
S3GMKS8ELA16,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.1403171
S3GMKS8ELA16,Physics and Astronomy,Physical Sciences,0.0295578
S3GMKS8ELA16,"Economics, Econometrics and Finance",Social Sciences,0.0247686
SB35ENJFKK14,Arts and Humanities,Social Sciences,4.47e-05
SB35ENJFKK14,Medicine,Health Sciences,3.46e-05
SB35ENJFKK14,Social Sciences,Social Sciences,2.33e-05
SB35ENJFKK14,Immunology and Microbiology,Life Sciences,1.71e-05
SB35ENJFKK14,"Biochemistry, Genetics and Molecular Biology",Life Sciences,1.08e-05
SB35ENJFKK14,Chemistry,Physical Sciences,9.2e-06
SB35ENJFKK14,Health Professions,Health Sciences,5.7e-06
SB35ENJFKK14,"Economics, Econometrics and Finance",Social Sciences,4.9e-06
SGBMHQ7VXNH5,Computer Science,Physical Sciences,0.0371618
SGBMHQ7VXNH5,Engineering,Physical Sciences,0.0333436
SGBMHQ7VXNH5,Social Sciences,Social Sciences,0.0071608
SGBMHQ7VXNH5,Psychology,Social Sciences,0.0041327
SGBMHQ7VXNH5,"Business, Management and Accounting",Social Sciences,0.0023219
SGBMHQ7VXNH5,Physics and Astronomy,Physical Sciences,0.0022964
SHHBRBAPSM35,Social Sciences,Social Sciences,0.10987079999999999
SHHBRBAPSM35,"Business, Management and Accounting",Social Sciences,0.038720700000000004
SHHBRBAPSM35,"Economics, Econometrics and Finance",Social Sciences,0.019346
SHHBRBAPSM35,Arts and Humanities,Social Sciences,0.008934999999999998
SKG7TLUN8JH6,Medicine,Health Sciences,0.008730100000000001
SKG7TLUN8JH6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0021137
SKG7TLUN8JH6,Neuroscience,Life Sciences,0.0014615000000000001
SKG7TLUN8JH6,Environmental Science,Physical Sciences,0.0004219
SKG7TLUN8JH6,Decision Sciences,Social Sciences,0.0003224
SKG7TLUN8JH6,Nursing,Health Sciences,0.0002694
SKH5GMBR9GL3,Engineering,Physical Sciences,0.012067499999999998
SKH5GMBR9GL3,Social Sciences,Social Sciences,0.008070500000000001
SKH5GMBR9GL3,Psychology,Social Sciences,0.0052112999999999994
SKH5GMBR9GL3,Computer Science,Physical Sciences,0.0044586
SKH5GMBR9GL3,Materials Science,Physical Sciences,0.001697
SKH5GMBR9GL3,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0013654
SKH5GMBR9GL3,Agricultural and Biological Sciences,Life Sciences,0.0012623
SKH5GMBR9GL3,Environmental Science,Physical Sciences,0.0012605
SKX6AXF9ZTM3,Medicine,Health Sciences,0.0052585
SKX6AXF9ZTM3,Social Sciences,Social Sciences,0.0004791
SKX6AXF9ZTM3,Decision Sciences,Social Sciences,0.0004305
SKX6AXF9ZTM3,Arts and Humanities,Social Sciences,0.0002453
SKX6AXF9ZTM3,Psychology,Social Sciences,0.0001759
SL2PF6R7MRN1,Engineering,Physical Sciences,0.020722
SL2PF6R7MRN1,Environmental Science,Physical Sciences,0.0107671
SL2PF6R7MRN1,Computer Science,Physical Sciences,0.0039304
SL2PF6R7MRN1,Earth and Planetary Sciences,Physical Sciences,0.0036876
SL2PF6R7MRN1,Materials Science,Physical Sciences,0.0033137
SL2PF6R7MRN1,Chemistry,Physical Sciences,0.0033012
SL2PF6R7MRN1,Physics and Astronomy,Physical Sciences,0.0030746
SL2PF6R7MRN1,Social Sciences,Social Sciences,0.002541
SL2PF6R7MRN1,Mathematics,Physical Sciences,0.0014444
SMK9PCMKXED6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0203568
SMK9PCMKXED6,Chemistry,Physical Sciences,0.0065833
SMK9PCMKXED6,Agricultural and Biological Sciences,Life Sciences,0.0008694
SMK9PCMKXED6,Physics and Astronomy,Physical Sciences,0.0008351
SMK9PCMKXED6,Mathematics,Physical Sciences,0.0007432
SMK9PCMKXED6,Medicine,Health Sciences,0.0006149
SN7KD2UK7GC5,Medicine,Health Sciences,0.1247115
SN7KD2UK7GC5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0122922
SN7KD2UK7GC5,Immunology and Microbiology,Life Sciences,0.0081269
SN7KD2UK7GC5,Neuroscience,Life Sciences,0.0063248
SN7KD2UK7GC5,Social Sciences,Social Sciences,0.0047607
SPE2YDWHDYU4,Environmental Science,Physical Sciences,0.07052879999999999
SPE2YDWHDYU4,Agricultural and Biological Sciences,Life Sciences,0.019171399999999998
SPE2YDWHDYU4,Social Sciences,Social Sciences,0.0160079
SPE2YDWHDYU4,Engineering,Physical Sciences,0.0125906
SPE2YDWHDYU4,Psychology,Social Sciences,0.011000900000000001
SPE2YDWHDYU4,Arts and Humanities,Social Sciences,0.0050753
SPE2YDWHDYU4,Energy,Physical Sciences,0.0040875
SPVKK1RC2MZ3,Social Sciences,Social Sciences,0.027038700000000002
SPVKK1RC2MZ3,Engineering,Physical Sciences,0.022004799999999998
SPVKK1RC2MZ3,Physics and Astronomy,Physical Sciences,0.0086614
SPVKK1RC2MZ3,Arts and Humanities,Social Sciences,0.0065216
SPVKK1RC2MZ3,Earth and Planetary Sciences,Physical Sciences,0.0052136
SPVKK1RC2MZ3,Decision Sciences,Social Sciences,0.00327
SPVKK1RC2MZ3,"Business, Management and Accounting",Social Sciences,0.0025667
SPVKK1RC2MZ3,Environmental Science,Physical Sciences,0.0025506
SRG2J1WS9X63,Computer Science,Physical Sciences,0.0429805
SRG2J1WS9X63,Engineering,Physical Sciences,0.005879399999999999
SRG2J1WS9X63,Earth and Planetary Sciences,Physical Sciences,0.0044608
SRG2J1WS9X63,Chemistry,Physical Sciences,0.0029613
SRG2J1WS9X63,Social Sciences,Social Sciences,0.0020176
SRG2J1WS9X63,Psychology,Social Sciences,0.0019894
SRG2J1WS9X63,Neuroscience,Life Sciences,0.0018622
SRG2J1WS9X63,Physics and Astronomy,Physical Sciences,0.0015906
SSUJB3GSH8A5,Social Sciences,Social Sciences,0.0549415
SSUJB3GSH8A5,Psychology,Social Sciences,0.0381068
SSUJB3GSH8A5,Physics and Astronomy,Physical Sciences,0.024064699999999998
SSUJB3GSH8A5,Earth and Planetary Sciences,Physical Sciences,0.0177146
SSUJB3GSH8A5,Chemistry,Physical Sciences,0.0120561
SSUJB3GSH8A5,Agricultural and Biological Sciences,Life Sciences,0.0106559
SSUJB3GSH8A5,Mathematics,Physical Sciences,0.0082462
SSUJB3GSH8A5,Environmental Science,Physical Sciences,0.0078971
SSUJB3GSH8A5,"Economics, Econometrics and Finance",Social Sciences,0.0075609
SSUJB3GSH8A5,Neuroscience,Life Sciences,0.0072349
SSUJB3GSH8A5,Medicine,Health Sciences,0.0067548
SSUJB3GSH8A5,Health Professions,Health Sciences,0.0060723
SZ32VTCXM799,Medicine,Health Sciences,0.07179189999999999
SZ32VTCXM799,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0123927
SZ32VTCXM799,Health Professions,Health Sciences,0.0086837
SZAKFNU35ZX5,Medicine,Health Sciences,0.0357731
SZAKFNU35ZX5,Dentistry,Health Sciences,0.0122135
SZAKFNU35ZX5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0069668
SZAKFNU35ZX5,Neuroscience,Life Sciences,0.0046909
SZAKFNU35ZX5,Social Sciences,Social Sciences,0.0046367000000000005
SZAKFNU35ZX5,Health Professions,Health Sciences,0.0031978
SZAKFNU35ZX5,Nursing,Health Sciences,0.0025479
SZPJL5ZRCLF4,Agricultural and Biological Sciences,Life Sciences,0.0512692
SZPJL5ZRCLF4,Mathematics,Physical Sciences,0.030602900000000002
SZPJL5ZRCLF4,Social Sciences,Social Sciences,0.0292122
SZPJL5ZRCLF4,Psychology,Social Sciences,0.0253346
SZPJL5ZRCLF4,Medicine,Health Sciences,0.0144287
SZPJL5ZRCLF4,Environmental Science,Physical Sciences,0.009236
SZPJL5ZRCLF4,Veterinary,Health Sciences,0.0087571
SZPJL5ZRCLF4,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0058377
SZPJL5ZRCLF4,Arts and Humanities,Social Sciences,0.0058014
SZPJL5ZRCLF4,Neuroscience,Life Sciences,0.005646
T3NGNR66YK89,Social Sciences,Social Sciences,0.0664817
T3NGNR66YK89,Mathematics,Physical Sciences,0.049631
T3NGNR66YK89,Computer Science,Physical Sciences,0.0392257
T3NGNR66YK89,Medicine,Health Sciences,0.0266472
T3NGNR66YK89,Agricultural and Biological Sciences,Life Sciences,0.0178797
T3NGNR66YK89,Environmental Science,Physical Sciences,0.0164306
T3NGNR66YK89,Physics and Astronomy,Physical Sciences,0.0160913
T3NGNR66YK89,Neuroscience,Life Sciences,0.0082493
T6J6AF3AM8M8,Social Sciences,Social Sciences,0.0419804
T6J6AF3AM8M8,Psychology,Social Sciences,0.009465600000000001
T6J6AF3AM8M8,Mathematics,Physical Sciences,0.0062214
T6J6AF3AM8M8,"Business, Management and Accounting",Social Sciences,0.0050174
T6J6AF3AM8M8,Health Professions,Health Sciences,0.0039796
T6J6AF3AM8M8,Computer Science,Physical Sciences,0.0039786
T6J6AF3AM8M8,Arts and Humanities,Social Sciences,0.0028094
T6J6AF3AM8M8,Agricultural and Biological Sciences,Life Sciences,0.0026056
T72NHKM259N3,Engineering,Physical Sciences,0.0287722
T72NHKM259N3,Social Sciences,Social Sciences,0.027510000000000003
T72NHKM259N3,Earth and Planetary Sciences,Physical Sciences,0.023877500000000003
T72NHKM259N3,Physics and Astronomy,Physical Sciences,0.020483599999999998
T72NHKM259N3,Materials Science,Physical Sciences,0.010846999999999999
T72NHKM259N3,Mathematics,Physical Sciences,0.0098228
T72NHKM259N3,Chemical Engineering,Physical Sciences,0.0059069
T72NHKM259N3,Environmental Science,Physical Sciences,0.0052099
T72NHKM259N3,Decision Sciences,Social Sciences,0.0046164
T72NHKM259N3,Medicine,Health Sciences,0.0043482
TF2CMKY1HMX9,Social Sciences,Social Sciences,0.11972879999999998
TF2CMKY1HMX9,Medicine,Health Sciences,0.020897100000000002
TF2CMKY1HMX9,"Economics, Econometrics and Finance",Social Sciences,0.0201051
TF2CMKY1HMX9,Health Professions,Health Sciences,0.014506999999999999
TF2CMKY1HMX9,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0081068
TF2CMKY1HMX9,"Business, Management and Accounting",Social Sciences,0.0066689
TF2CMKY1HMX9,Arts and Humanities,Social Sciences,0.0062436
THL6A6JLE1S7,Medicine,Health Sciences,0.1256894
THL6A6JLE1S7,Psychology,Social Sciences,0.0454875
THL6A6JLE1S7,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0301529
THL6A6JLE1S7,Neuroscience,Life Sciences,0.029724399999999998
THL6A6JLE1S7,Social Sciences,Social Sciences,0.0184309
THL6A6JLE1S7,Environmental Science,Physical Sciences,0.0083163
THL6A6JLE1S7,"Economics, Econometrics and Finance",Social Sciences,0.0082167
TJFZLPP6NYL6,Medicine,Health Sciences,0.21849900000000003
TJFZLPP6NYL6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.033982
TJFZLPP6NYL6,Immunology and Microbiology,Life Sciences,0.0182338
TJFZLPP6NYL6,"Economics, Econometrics and Finance",Social Sciences,0.0107755
TNKGNDAWB445,Engineering,Physical Sciences,0.1415116
TNKGNDAWB445,Physics and Astronomy,Physical Sciences,0.0921627
TNKGNDAWB445,Arts and Humanities,Social Sciences,0.059419599999999996
TNKGNDAWB445,Social Sciences,Social Sciences,0.0395639
TNKGNDAWB445,Materials Science,Physical Sciences,0.0376495
TNKGNDAWB445,Mathematics,Physical Sciences,0.0161644
TNKGNDAWB445,Environmental Science,Physical Sciences,0.0153103
TNKGNDAWB445,Psychology,Social Sciences,0.0126088
TP7EK8DZV6N5,Medicine,Health Sciences,0.1052194
TP7EK8DZV6N5,Social Sciences,Social Sciences,0.0282163
TP7EK8DZV6N5,Mathematics,Physical Sciences,0.0214652
TP7EK8DZV6N5,"Economics, Econometrics and Finance",Social Sciences,0.0209984
TP7EK8DZV6N5,Engineering,Physical Sciences,0.0205452
TP7EK8DZV6N5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0202154
TP7EK8DZV6N5,Decision Sciences,Social Sciences,0.0193828
TP7EK8DZV6N5,Psychology,Social Sciences,0.0179383
TP7EK8DZV6N5,Physics and Astronomy,Physical Sciences,0.0098431
TPALZA9N4M11,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.004221599999999999
TPALZA9N4M11,Medicine,Health Sciences,0.0026482
TPALZA9N4M11,Computer Science,Physical Sciences,0.0002542
TPALZA9N4M11,Health Professions,Health Sciences,0.0002206
TPALZA9N4M11,Psychology,Social Sciences,0.0002203
TPALZA9N4M11,Environmental Science,Physical Sciences,0.0002097
TPALZA9N4M11,Neuroscience,Life Sciences,0.0001874
TPALZA9N4M11,Arts and Humanities,Social Sciences,0.0001833
TPALZA9N4M11,Social Sciences,Social Sciences,0.0001727
TUS8D6ZGL9R3,Medicine,Health Sciences,0.016062200000000002
TUS8D6ZGL9R3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0023702
TUS8D6ZGL9R3,Physics and Astronomy,Physical Sciences,0.0006551
TX2DAGQPENZ5,Agricultural and Biological Sciences,Life Sciences,0.1174511
TX2DAGQPENZ5,Veterinary,Health Sciences,0.0999508
TX2DAGQPENZ5,Medicine,Health Sciences,0.0568997
TX2DAGQPENZ5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.051184299999999995
TX2DAGQPENZ5,Psychology,Social Sciences,0.0157786
TX2DAGQPENZ5,Environmental Science,Physical Sciences,0.0125829
TX2DAGQPENZ5,Health Professions,Health Sciences,0.0118993
TX2DAGQPENZ5,Nursing,Health Sciences,0.0118297
TX2DAGQPENZ5,Immunology and Microbiology,Life Sciences,0.0116581
TYVNMW8FNQQ3,Psychology,Social Sciences,0.0023183
TYVNMW8FNQQ3,Social Sciences,Social Sciences,0.0010964
TYVNMW8FNQQ3,Neuroscience,Life Sciences,0.0010338
TYVNMW8FNQQ3,Medicine,Health Sciences,0.0008438
TYVNMW8FNQQ3,Arts and Humanities,Social Sciences,0.0002774
TYVNMW8FNQQ3,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0001717
U2JMKHNS5TG4,Physics and Astronomy,Physical Sciences,0.6070694999999999
U2JMKHNS5TG4,Engineering,Physical Sciences,0.0701689
U2JMKHNS5TG4,Earth and Planetary Sciences,Physical Sciences,0.0410384
U2JMKHNS5TG4,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0243063
U3NKNFLNQ613,Computer Science,Physical Sciences,0.3363946
U3NKNFLNQ613,Decision Sciences,Social Sciences,0.0510664
U3NKNFLNQ613,Engineering,Physical Sciences,0.0297189
U3NVH931QJJ3,Agricultural and Biological Sciences,Life Sciences,0.136573
U3NVH931QJJ3,Environmental Science,Physical Sciences,0.0492563
U3NVH931QJJ3,Veterinary,Health Sciences,0.048053500000000006
U3NVH931QJJ3,Medicine,Health Sciences,0.0290215
U3NVH931QJJ3,Engineering,Physical Sciences,0.0199333
U3NVH931QJJ3,Immunology and Microbiology,Life Sciences,0.0127972
U3NVH931QJJ3,Psychology,Social Sciences,0.0105999
U3NVH931QJJ3,Physics and Astronomy,Physical Sciences,0.0094414
U3ZFA57417D4,Social Sciences,Social Sciences,0.0156643
U3ZFA57417D4,Psychology,Social Sciences,0.009056699999999997
U3ZFA57417D4,Engineering,Physical Sciences,0.0028397
U3ZFA57417D4,Arts and Humanities,Social Sciences,0.0028171000000000003
U3ZFA57417D4,"Business, Management and Accounting",Social Sciences,0.0012738
U3ZFA57417D4,Agricultural and Biological Sciences,Life Sciences,0.00123
U3ZFA57417D4,Mathematics,Physical Sciences,0.0012156
U3ZFA57417D4,Neuroscience,Life Sciences,0.0010423
U3ZFA57417D4,Earth and Planetary Sciences,Physical Sciences,0.0010016
U44ZMVYU52U6,Social Sciences,Social Sciences,0.0442192
U44ZMVYU52U6,Computer Science,Physical Sciences,0.029030200000000003
U44ZMVYU52U6,Psychology,Social Sciences,0.0089868
U44ZMVYU52U6,"Business, Management and Accounting",Social Sciences,0.0029666
U44ZMVYU52U6,Materials Science,Physical Sciences,0.002954
U46RJM97ML83,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.005337
U46RJM97ML83,Environmental Science,Physical Sciences,0.005146899999999999
U46RJM97ML83,Agricultural and Biological Sciences,Life Sciences,0.0013621
U46RJM97ML83,Neuroscience,Life Sciences,0.0006923
U46RJM97ML83,Medicine,Health Sciences,0.0006146
U46RJM97ML83,Earth and Planetary Sciences,Physical Sciences,0.000349
U46RJM97ML83,Engineering,Physical Sciences,0.0003142
U46RJM97ML83,Immunology and Microbiology,Life Sciences,0.0002792
U5WBFKEBLMX3,Engineering,Physical Sciences,0.040258
U5WBFKEBLMX3,Materials Science,Physical Sciences,0.0198365
U5WBFKEBLMX3,Computer Science,Physical Sciences,0.0117221
U5WBFKEBLMX3,Physics and Astronomy,Physical Sciences,0.0104895
U5WBFKEBLMX3,Earth and Planetary Sciences,Physical Sciences,0.009766500000000001
U5WBFKEBLMX3,Environmental Science,Physical Sciences,0.0091009
U5WBFKEBLMX3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.00508
U5WBFKEBLMX3,Chemistry,Physical Sciences,0.0039694
U5WBFKEBLMX3,Decision Sciences,Social Sciences,0.003565
U9EDNSCHTBE7,Social Sciences,Social Sciences,0.0071956
U9EDNSCHTBE7,Psychology,Social Sciences,0.0056136
U9EDNSCHTBE7,Medicine,Health Sciences,0.0050971
U9EDNSCHTBE7,Physics and Astronomy,Physical Sciences,0.0037695000000000003
U9EDNSCHTBE7,Nursing,Health Sciences,0.0025351
U9EDNSCHTBE7,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0020673
U9EDNSCHTBE7,Health Professions,Health Sciences,0.0017878
U9EDNSCHTBE7,"Business, Management and Accounting",Social Sciences,0.0017123
U9EDNSCHTBE7,Mathematics,Physical Sciences,0.0009719
U9EDNSCHTBE7,Environmental Science,Physical Sciences,0.0009253
U9JCYEXFEEU4,Engineering,Physical Sciences,0.0090276
U9JCYEXFEEU4,Agricultural and Biological Sciences,Life Sciences,0.004142399999999999
U9JCYEXFEEU4,Materials Science,Physical Sciences,0.0035204999999999998
U9JCYEXFEEU4,Mathematics,Physical Sciences,0.0012154
U9JCYEXFEEU4,Medicine,Health Sciences,0.0011015999999999999
U9JCYEXFEEU4,Chemistry,Physical Sciences,0.0008272
U9JCYEXFEEU4,Social Sciences,Social Sciences,0.0006914
ULMJJBL7ZXX3,Medicine,Health Sciences,0.261033
ULMJJBL7ZXX3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.057918000000000004
ULMJJBL7ZXX3,Social Sciences,Social Sciences,0.0106838
UNVDZNFA8R29,Medicine,Health Sciences,0.36751980000000006
UNVDZNFA8R29,Health Professions,Health Sciences,0.0696244
UNVDZNFA8R29,Social Sciences,Social Sciences,0.0644419
UNVDZNFA8R29,Immunology and Microbiology,Life Sciences,0.046054300000000006
UNVDZNFA8R29,Physics and Astronomy,Physical Sciences,0.026232
UNVDZNFA8R29,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.019626
UNVDZNFA8R29,Nursing,Health Sciences,0.0186171
UUUMQVGJNNX1,Medicine,Health Sciences,0.04666700000000001
UUUMQVGJNNX1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.02116
UUUMQVGJNNX1,Earth and Planetary Sciences,Physical Sciences,0.0035762
UUUMQVGJNNX1,Environmental Science,Physical Sciences,0.0019418
UUUMQVGJNNX1,Neuroscience,Life Sciences,0.0014947
UYLKBRENAPG5,Medicine,Health Sciences,0.020259500000000003
UYLKBRENAPG5,Immunology and Microbiology,Life Sciences,0.006192400000000001
UYLKBRENAPG5,Health Professions,Health Sciences,0.0052989000000000005
UYLKBRENAPG5,Psychology,Social Sciences,0.0033388000000000003
UYLKBRENAPG5,Social Sciences,Social Sciences,0.0021655
UYLKBRENAPG5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0019071
UYLKBRENAPG5,Engineering,Physical Sciences,0.0009036
UYTTZT6G9DT1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.10338710000000001
UYTTZT6G9DT1,Medicine,Health Sciences,0.0934628
UYTTZT6G9DT1,Neuroscience,Life Sciences,0.0728746
UYTTZT6G9DT1,Immunology and Microbiology,Life Sciences,0.014907
UYTTZT6G9DT1,Engineering,Physical Sciences,0.0137425
UYTTZT6G9DT1,Earth and Planetary Sciences,Physical Sciences,0.0124022
UYTTZT6G9DT1,Psychology,Social Sciences,0.0114522
V5LLVC627U34,Social Sciences,Social Sciences,0.0180504
V5LLVC627U34,Agricultural and Biological Sciences,Life Sciences,0.0078036
V5LLVC627U34,Psychology,Social Sciences,0.0055049
V5LLVC627U34,Computer Science,Physical Sciences,0.0053467
V5LLVC627U34,Arts and Humanities,Social Sciences,0.0050650999999999995
V5LLVC627U34,Medicine,Health Sciences,0.0046404
V5LLVC627U34,Engineering,Physical Sciences,0.001598
V5LLVC627U34,Health Professions,Health Sciences,0.0014667
V6AFQPN18437,Engineering,Physical Sciences,0.1045852
V6AFQPN18437,Physics and Astronomy,Physical Sciences,0.0856307
V6AFQPN18437,Social Sciences,Social Sciences,0.054711499999999996
V6AFQPN18437,Earth and Planetary Sciences,Physical Sciences,0.026582599999999998
V6AFQPN18437,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0265637
V6AFQPN18437,Computer Science,Physical Sciences,0.0239078
V6AFQPN18437,Environmental Science,Physical Sciences,0.0149626
V6AFQPN18437,Medicine,Health Sciences,0.0132716
V6AFQPN18437,Agricultural and Biological Sciences,Life Sciences,0.0126158
V6AFQPN18437,Arts and Humanities,Social Sciences,0.0116838
V6EQM9ABEM89,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0003033
V6EQM9ABEM89,Medicine,Health Sciences,0.0002719
V6EQM9ABEM89,Psychology,Social Sciences,0.0001875
V6EQM9ABEM89,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0001647
V6EQM9ABEM89,Neuroscience,Life Sciences,0.0001598
V6EQM9ABEM89,Immunology and Microbiology,Life Sciences,0.000135
V6EQM9ABEM89,Arts and Humanities,Social Sciences,0.0001259
V6EQM9ABEM89,Agricultural and Biological Sciences,Life Sciences,0.0001013
V6EQM9ABEM89,Chemistry,Physical Sciences,4.09e-05
V913TCT2SFZ9,Medicine,Health Sciences,0.0132011
V913TCT2SFZ9,Psychology,Social Sciences,0.0066282
V913TCT2SFZ9,Neuroscience,Life Sciences,0.0052317
V913TCT2SFZ9,Immunology and Microbiology,Life Sciences,0.0027539
V913TCT2SFZ9,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0024797
V913TCT2SFZ9,Health Professions,Health Sciences,0.0013341
VDFYLZPJEAV6,Medicine,Health Sciences,0.06000379999999999
VDFYLZPJEAV6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.015546299999999999
VDFYLZPJEAV6,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0089876
VDFYLZPJEAV6,Social Sciences,Social Sciences,0.0058902
VDFYLZPJEAV6,Health Professions,Health Sciences,0.0032767
VGJHK59NMPK9,Social Sciences,Social Sciences,0.0032041000000000005
VGJHK59NMPK9,Arts and Humanities,Social Sciences,0.0004766
VGJHK59NMPK9,"Business, Management and Accounting",Social Sciences,0.00046870000000000006
VGJHK59NMPK9,Psychology,Social Sciences,0.0003123
