uei,name,city,state_code,fiscal_year,agency,total_obligations,award_count
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2020,Department of the Navy,158000.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2020,National Aeronautics and Space Administration,309398.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2020,National Geospatial-Intelligence Agency,199327.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2020,National Institutes of Health,1101886.0,4
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2020,National Science Foundation,5760287.0,24
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,Department of Energy,1680842.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,Department of the Air Force,909960.0,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,Department of the Army,6494216.83,2
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,Department of the Navy,158000.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,National Aeronautics and Space Administration,530511.0,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,National Geospatial-Intelligence Agency,188987.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,National Institutes of Health,2417790.99,6
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2021,National Science Foundation,8749901.0,22
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,Department of Energy,2519792.05,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,Department of the Air Force,1049034.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,Department of the Army,6378285.84,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,Department of the Navy,593599.0,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,National Aeronautics and Space Administration,607539.48,5
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,National Institutes of Health,3330589.19,8
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2022,National Science Foundation,8012825.0,21
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,Department of Energy,7301067.0,4
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,Department of the Air Force,4810904.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,Department of the Army,6085994.0,4
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,Department of the Navy,622911.1799999999,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,National Aeronautics and Space Administration,825715.37,2
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,National Institutes of Health,4871508.8100000005,6
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2023,National Science Foundation,5547545.0,32
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Defense Threat Reduction Agency,-646.71,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Department of Energy,250000.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Department of the Air Force,0.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Department of the Army,7187481.0,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Department of the Navy,1818929.29,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,National Aeronautics and Space Administration,829547.26,2
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,National Institutes of Health,2319641.5700000003,3
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,National Science Foundation,13013780.0,31
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2024,Washington Headquarters Services,2079950.39,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,Department of Energy,2242888.12,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,Department of the Air Force,711341.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,Department of the Army,1087995.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,Department of the Navy,-993.52,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,National Aeronautics and Space Administration,537747.09,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,National Institutes of Health,3095816.9,2
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2025,National Science Foundation,8674507.0,21
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,Department of Energy,281222.33999999997,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,Department of the Air Force,0.0,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,Department of the Army,220000.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,Department of the Navy,150000.0,1
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,National Aeronautics and Space Administration,49688.85,0
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,National Institutes of Health,3735437.99,9
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,National Science Foundation,4437231.0,9
G47WN1XZNWX9,UNIVERSITY OF NORTH TEXAS,DENTON,TX,2026,Washington Headquarters Services,0.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,Department of Defense,19972273.0,78
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,Department of the Air Force,489339.0,2
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,Department of the Army,0.0,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,Environmental Protection Agency,238399.0,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,National Aeronautics and Space Administration,7810995.0,69
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,National Institutes of Health,61685162.0,173
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2016,National Science Foundation,102077968.0,216
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Defense Advanced Research Projects Agency,1528530.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Department of Defense,6759993.0,9
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Department of Energy,12336463.93,44
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Department of the Air Force,4038923.0,4
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Department of the Army,6233720.0,18
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Department of the Navy,6844789.0,12
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,Environmental Protection Agency,1917364.0,5
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,National Aeronautics and Space Administration,6103193.0200000005,15
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,National Institutes of Health,74495224.0,110
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2017,National Science Foundation,130996713.0,180
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Defense Threat Reduction Agency,-2928.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Department of Energy,17226919.59,18
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Department of the Air Force,8747479.0,7
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Department of the Army,4928884.300000001,11
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Department of the Navy,7462867.0,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,Environmental Protection Agency,2416796.0,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,National Aeronautics and Space Administration,5880020.7299999995,10
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,National Institutes of Health,82375632.0,69
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2018,National Science Foundation,119826745.0,144
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Defense Advanced Research Projects Agency,213149.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Department of Energy,17109761.94,14
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Department of the Air Force,18581268.0,9
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Department of the Army,7078926.609999999,8
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Department of the Navy,9054098.0,10
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,Environmental Protection Agency,1523405.0,2
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,National Aeronautics and Space Administration,5156910.8100000005,14
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,National Institutes of Health,89701375.0,58
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2019,National Science Foundation,88596134.0,128
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Defense Advanced Research Projects Agency,-290869.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Defense Threat Reduction Agency,1842644.0,2
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Department of Energy,16108320.08,8
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Department of the Air Force,15714390.0,5
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Department of the Army,7429866.18,5
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Department of the Navy,6292807.1899999995,6
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,Environmental Protection Agency,1897370.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,National Aeronautics and Space Administration,3696526.3,9
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,National Institutes of Health,90120620.0,52
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2020,National Science Foundation,114135724.0,156
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Defense Advanced Research Projects Agency,249910.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Defense Threat Reduction Agency,220000.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Department of Energy,23664058.58,9
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Department of the Air Force,13000304.0,6
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Department of the Army,4847400.67,9
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Department of the Navy,7303197.57,8
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,Environmental Protection Agency,1301666.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,National Aeronautics and Space Administration,4865965.91,12
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,National Institutes of Health,92761315.49000001,56
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2021,National Science Foundation,120259590.0,109
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Defense Advanced Research Projects Agency,0.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Defense Threat Reduction Agency,750000.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Department of Energy,21952604.04,7
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Department of the Air Force,11002444.0,12
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Department of the Army,3423402.72,6
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Department of the Navy,6029140.0600000005,17
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,Environmental Protection Agency,2837103.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,National Aeronautics and Space Administration,10867923.94,16
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,National Institutes of Health,98351743.00999999,65
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2022,National Science Foundation,130199837.0,119
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Defense Health Agency,349999.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Defense Threat Reduction Agency,450000.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Department of Energy,30767292.639999997,16
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Department of the Air Force,25926744.0,15
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Department of the Army,2516434.77,4
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Department of the Navy,9188729.08,12
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Environmental Protection Agency,7261215.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,National Aeronautics and Space Administration,6421551.62,15
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,National Institutes of Health,107899359.73000002,58
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,National Science Foundation,117949636.0,119
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2023,Office of Local Defense Community Cooperation,5000000.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Assistant Secretary for Fossil Energy,200000.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Defense Health Agency,0.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Defense Threat Reduction Agency,450000.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Department of Energy,14739732.86,11
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Department of the Air Force,14966709.0,6
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Department of the Army,4507993.71,5
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Department of the Navy,12582899.17,7
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,Environmental Protection Agency,2402661.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,National Aeronautics and Space Administration,8054812.879999999,20
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,National Institutes of Health,102849829.05999999,39
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2024,National Science Foundation,132794093.0,107
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Defense Health Agency,6845439.0,2
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Department of Energy,22001975.65,13
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Department of the Air Force,9795418.89,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Department of the Army,2497590.7600000002,6
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Department of the Navy,3599244.29,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Environmental Protection Agency,3028532.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,National Aeronautics and Space Administration,9111442.85,16
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,National Institutes of Health,91659334.98,39
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,National Science Foundation,124441864.0,107
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2025,Washington Headquarters Services,3000000.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Defense Advanced Research Projects Agency,542857.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Defense Health Agency,0.0,0
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Department of Energy,7369853.12,5
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Department of the Air Force,19303772.0,7
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Department of the Army,4243998.74,4
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Department of the Navy,7036894.27,3
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Environmental Protection Agency,1000000.0,1
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,National Aeronautics and Space Administration,8960226.879999999,14
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,National Institutes of Health,85974604.39,45
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,National Science Foundation,33178550.0,41
G56PUALJ3KT5,CORNELL UNIVERSITY,ITHACA,NY,2026,Washington Headquarters Services,0.0,0
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2016,National Institutes of Health,11704909.0,30
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2017,Department of the Army,497700.0,1
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2017,National Institutes of Health,8139896.0,13
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2018,Department of the Army,324000.0,2
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2018,National Institutes of Health,9103397.0,9
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2019,Department of the Army,2172721.0,2
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2019,National Institutes of Health,12807355.0,10
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2020,Department of the Army,528935.0,1
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2020,National Institutes of Health,12938345.0,15
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2021,Department of the Army,407500.0,1
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2021,National Institutes of Health,10544596.98,9
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2022,Department of the Army,0.0,0
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2022,National Institutes of Health,10021724.700000001,9
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2023,Defense Health Agency,733500.0,1
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2023,National Institutes of Health,12097338.750000002,6
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2024,Defense Health Agency,3102861.9800000004,2
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2024,National Institutes of Health,12724832.58,8
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2025,Defense Health Agency,-48.97,0
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2025,National Institutes of Health,9579482.68,6
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2026,Defense Health Agency,0.0,0
G6VVMPNK4Y48,ALBANY MEDICAL COLLEGE,ALBANY,NY,2026,National Institutes of Health,14670908.07,11
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2016,National Institutes of Health,110396488.0,199
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2016,National Science Foundation,-776473.0,3
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2017,National Aeronautics and Space Administration,335305.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2017,National Institutes of Health,117868552.0,117
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2017,National Science Foundation,696505.0,2
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2018,National Aeronautics and Space Administration,543000.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2018,National Institutes of Health,142892914.0,77
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2018,National Science Foundation,425605.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2019,National Institutes of Health,163623212.0,76
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2019,National Science Foundation,180202.0,2
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2020,National Aeronautics and Space Administration,591789.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2020,National Institutes of Health,175778630.0,86
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2020,National Science Foundation,199950.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2021,National Aeronautics and Space Administration,40000.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2021,National Institutes of Health,107978077.61999999,72
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2021,National Science Foundation,0.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2022,National Aeronautics and Space Administration,120000.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2022,National Institutes of Health,141586611.11,70
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2022,National Science Foundation,442542.0,2
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2023,National Aeronautics and Space Administration,14995.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2023,National Institutes of Health,160511736.41000003,74
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2023,National Science Foundation,0.0,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2024,National Aeronautics and Space Administration,-2.01,0
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2024,National Institutes of Health,162226045.79000002,49
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2025,National Institutes of Health,180639272.51,84
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2025,National Science Foundation,402623.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2026,National Aeronautics and Space Administration,290000.0,1
G7MQPLSUX1L4,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,2026,National Institutes of Health,141193654.65999997,54
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,Department of Defense,22232988.0,84
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,Department of the Air Force,461464.0,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,Department of the Army,0.0,8
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,Environmental Protection Agency,1281265.0,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,National Aeronautics and Space Administration,2232465.0,17
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,National Institutes of Health,206790177.0,381
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2016,National Science Foundation,42517361.0,147
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Defense Threat Reduction Agency,-51.0,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Department of Defense,3966342.0,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Department of Energy,8025598.0,21
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Department of the Air Force,5818681.0,7
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Department of the Army,15884779.0,19
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Department of the Navy,7804907.0,23
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,Environmental Protection Agency,1129126.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,National Aeronautics and Space Administration,2377438.0,4
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,National Institutes of Health,253251774.0,263
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2017,National Science Foundation,42881465.0,114
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Defense Advanced Research Projects Agency,1645192.0,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Department of Energy,5200072.09,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Department of the Air Force,14213566.0,18
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Department of the Army,23278470.57,23
