uei,name,city,state_code,fiscal_year,agency,total_obligations,award_count
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2023,Department of the Navy,0.0,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2023,National Aeronautics and Space Administration,522297.57,1
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2023,National Institutes of Health,2352367.7,1
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2023,National Science Foundation,4837339.0,6
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2024,Department of Energy,0.0,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2024,National Aeronautics and Space Administration,895562.0,4
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2024,National Institutes of Health,2923481.55,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2024,National Science Foundation,1231174.0,4
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2025,Department of Energy,0.0,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2025,Department of the Navy,-95710.22,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2025,National Aeronautics and Space Administration,2582891.0,2
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2025,National Institutes of Health,742645.6000000001,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2025,National Science Foundation,1180531.0,3
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2026,Department of Energy,-7902.68,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2026,National Aeronautics and Space Administration,733874.2,0
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2026,National Institutes of Health,3180223.2399999998,1
C1ABLRAQTB48,CAL STATE LA UNIVERSITY AUXILIARY SERVICES INC,LOS ANGELES,CA,2026,National Science Foundation,260158.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2016,Department of Defense,150000.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2016,National Aeronautics and Space Administration,234000.0,2
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2016,National Institutes of Health,131123897.0,252
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2016,National Science Foundation,660000.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2017,Department of the Army,899286.0,2
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2017,National Aeronautics and Space Administration,654272.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2017,National Institutes of Health,128059971.0,106
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2017,National Science Foundation,464304.0,2
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2018,Department of the Army,350000.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2018,National Aeronautics and Space Administration,296368.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2018,National Institutes of Health,126378482.0,68
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2018,National Science Foundation,1837617.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2019,Department of the Army,-67.98,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2019,National Aeronautics and Space Administration,211785.0,3
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2019,National Institutes of Health,122269397.0,60
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2019,National Science Foundation,0.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2020,Department of the Army,0.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2020,National Aeronautics and Space Administration,410700.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2020,National Institutes of Health,135637986.0,63
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2020,National Science Foundation,600000.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2021,National Aeronautics and Space Administration,526469.0,2
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2021,National Institutes of Health,121453596.37,52
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2022,National Aeronautics and Space Administration,240000.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2022,National Institutes of Health,123483519.00999999,52
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2022,National Science Foundation,1518665.0,2
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2023,Defense Health Agency,-770.7,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2023,National Aeronautics and Space Administration,463451.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2023,National Institutes of Health,129043126.35999998,61
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2023,National Science Foundation,897809.0,3
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2024,National Aeronautics and Space Administration,130253.83,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2024,National Institutes of Health,117639132.44999999,52
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2024,National Science Foundation,-169995.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2025,National Aeronautics and Space Administration,714000.0,0
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2025,National Institutes of Health,141562189.86,46
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2025,National Science Foundation,299982.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2026,National Aeronautics and Space Administration,672962.0,1
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2026,National Institutes of Health,109495775.5,34
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,2026,National Science Foundation,19740.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,Department of Defense,1869261.0,9
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,Department of the Air Force,-2266709.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,Department of the Army,0.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,Environmental Protection Agency,0.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,National Aeronautics and Space Administration,1663000.0,6
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,National Institutes of Health,14602999.0,28
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2016,National Science Foundation,18321403.0,39
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Defense Advanced Research Projects Agency,284462.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Department of Defense,81702.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Department of Energy,399881.17,8
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Department of the Air Force,350579.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Department of the Army,1261620.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Department of the Navy,149918.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,Environmental Protection Agency,0.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,National Aeronautics and Space Administration,1210031.94,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,National Institutes of Health,13531376.0,13
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2017,National Science Foundation,5771378.0,21
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,Defense Advanced Research Projects Agency,95141.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,Department of Energy,3379569.81,9
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,Department of the Air Force,308762.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,Department of the Army,86995.0,4
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,Department of the Navy,149918.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,National Aeronautics and Space Administration,1887902.0,4
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,National Institutes of Health,14212170.0,9
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2018,National Science Foundation,11342592.0,18
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,Department of Energy,-8553.75,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,Department of the Air Force,623640.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,Department of the Army,2068339.0,5
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,Department of the Navy,124958.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,Environmental Protection Agency,24990.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,National Aeronautics and Space Administration,330362.61,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,National Institutes of Health,15385406.0,12
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2019,National Science Foundation,5150915.0,12
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,Department of Energy,249876.77,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,Department of the Air Force,382959.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,Department of the Army,1469572.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,Department of the Navy,0.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,Environmental Protection Agency,0.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,National Aeronautics and Space Administration,1798651.0,5
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,National Institutes of Health,16319585.0,9
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2020,National Science Foundation,17450432.0,24
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,Department of Energy,5013682.01,7
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,Department of the Air Force,292995.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,Department of the Army,152000.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,Department of the Navy,49998.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,National Aeronautics and Space Administration,1888412.18,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,National Institutes of Health,19529717.0,8
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2021,National Science Foundation,16289110.0,29
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,Department of Energy,1794375.32,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,Department of the Air Force,1224145.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,Department of the Army,1693874.77,4
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,Department of the Navy,-1.88,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,National Aeronautics and Space Administration,1781448.4899999998,5
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,National Institutes of Health,19056334.04,16
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2022,National Science Foundation,25745714.0,25
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,Defense Health Agency,0.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,Department of Energy,3010768.6500000004,5
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,Department of the Air Force,2901748.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,Department of the Army,1615912.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,Department of the Navy,-3938.44,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,National Aeronautics and Space Administration,750435.1799999999,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,National Institutes of Health,19203397.04,10
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2023,National Science Foundation,19315949.0,28
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Assistant Secretary for Fossil Energy,0.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Defense Health Agency,-66221.53,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Department of Energy,7319134.14,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Department of the Air Force,876549.0,2
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Department of the Army,1021928.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,Department of the Navy,119000.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,National Aeronautics and Space Administration,155486.67,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,National Institutes of Health,16069972.61,6
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2024,National Science Foundation,20371233.0,26
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Defense Health Agency,-12197.31,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Department of Energy,2012000.0,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Department of the Air Force,967582.69,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Department of the Army,1120597.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Department of the Navy,60000.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,National Aeronautics and Space Administration,265935.19,4
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,National Institutes of Health,7282773.699999999,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,National Science Foundation,504387.0,10
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2025,Washington Headquarters Services,9303735.45,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,Department of Energy,36751.45,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,Department of the Air Force,342878.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,Department of the Army,355805.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,Department of the Navy,55655.0,0
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,National Aeronautics and Space Administration,493477.18,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,National Institutes of Health,2190348.19,1
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,National Science Foundation,-496876.0,3
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,2026,Washington Headquarters Services,9600000.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2016,Department of Defense,2998511.0,3
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2016,National Institutes of Health,52395973.0,138
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2017,Department of Defense,530020.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2017,Department of the Army,1165785.0,2
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2017,National Institutes of Health,54502617.0,77
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2018,Department of the Army,413750.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2018,National Institutes of Health,56611723.0,51
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2019,Department of the Army,0.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2019,National Institutes of Health,55930848.0,39
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2020,Department of the Army,494998.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2020,National Institutes of Health,62303761.0,37
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2021,Department of the Army,0.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2021,National Institutes of Health,66448740.3,37
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2022,Department of the Army,813375.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2022,National Aeronautics and Space Administration,202727.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2022,National Institutes of Health,73845033.38,49
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2023,Defense Health Agency,1279138.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2023,National Aeronautics and Space Administration,623326.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2023,National Institutes of Health,76079163.2,36
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2024,Defense Health Agency,558832.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2024,National Aeronautics and Space Administration,1045149.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2024,National Institutes of Health,70602199.97999999,29
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2025,Defense Health Agency,1072500.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2025,National Aeronautics and Space Administration,1196364.0,1
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2025,National Institutes of Health,82175385.41,38
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2026,Defense Health Agency,0.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2026,National Aeronautics and Space Administration,494650.0,0
C1F5LNUF7W86,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,2026,National Institutes of Health,63419429.66,32
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2016,Department of Defense,41962.0,2
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2016,National Aeronautics and Space Administration,8471411.43,53
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2016,National Institutes of Health,1055335.0,5
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2016,National Science Foundation,1770672.0,12
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2017,Department of Defense,25000.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2017,Department of the Navy,81000.0,2
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2017,National Aeronautics and Space Administration,5689242.609999999,12
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2017,National Institutes of Health,2117965.0,3
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2017,National Science Foundation,803905.0,4
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2018,Department of the Navy,138652.0,0
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2018,National Aeronautics and Space Administration,7659951.96,8
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2018,National Institutes of Health,1964964.0,6
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2018,National Science Foundation,2290771.0,4
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2019,Department of the Navy,148864.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2019,National Aeronautics and Space Administration,10466693.750000002,13
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2019,National Institutes of Health,256949.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2019,National Science Foundation,978531.0,5
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2020,Department of the Navy,265353.0,2
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2020,National Aeronautics and Space Administration,8561614.91,12
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2020,National Institutes of Health,213254.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2020,National Science Foundation,984418.0,2
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2021,Department of Energy,6000.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2021,Department of the Navy,112829.0,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2021,National Aeronautics and Space Administration,19247782.949999996,20
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2021,National Institutes of Health,144545.0,0
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2021,National Science Foundation,2543335.0,5
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2022,Department of Energy,-2400.0,0
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2022,Department of the Navy,467161.07,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2022,National Aeronautics and Space Administration,16654229.709999999,14
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2022,National Institutes of Health,711428.61,1
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2022,National Science Foundation,1984906.0,3
C31ES3WEAVQ5,CATHOLIC UNIVERSITY OF AMERICA (THE),WASHINGTON,DC,2023,Department of Energy,978937.0,3
